abbreviation,encounters
м,124
км,88
с,21
°,21
кг,7
л,5
В,4
г,4
мкс,4
Гц,4
Н,3
МБ,3
см,3
Вб,2
Па,1
Вт,1
Б,1
кВт,1
Бк,1
К,1
мм,1
Кл,1
