abbreviation,encounters
м,42
км,33
кг,5
с,5
г,5
Гц,4
Б,4
см,3
°,3
В,2
Мм,2
л,1
кПа,1
мм,1
кс,1
мс,1
мкс,1
Гм,1
дм,1
сЗв,1
гПа,1
дал,1
гл,1
сл,1
гг,1
нм,1
