abbreviation,encounters
м,973
км,558
с,221
Б,70
г,46
кг,44
л,44
°,42
см,27
Па,20
Н,20
мм,18
Вт,11
В,10
Вб,8
кВт,8
К,7
рад,7
мкс,6
Кл,6
ГБ,4
МБ,4
ПБ,4
Зв,3
Гц,3
кБ,2
мкм,2
дал,2
ТБ,2
мс,2
МВт,2
нс,1
кс,1
лм,1
нм,1
кГц,1
А,1
мЗв,1
