abbreviation,encounters
м,2276
км,1396
с,486
г,131
°,126
л,118
кг,91
Б,78
см,75
Н,68
В,67
Па,63
мм,45
Вб,29
К,25
Гц,16
Вт,14
А,11
МБ,10
Кл,9
мс,8
ГБ,8
кБ,7
мЗв,7
МГц,5
кВт,5
мкм,5
мкс,5
Зв,5
МВт,4
нм,4
гл,4
мг,4
лм,4
мл,4
Дж,3
дал,2
ПБ,2
мкл,2
Ф,2
кВ,2
Бк,2
мВт,1
ТБ,1
мкВт,1
пс,1
нДж,1
кА,1
рад,1
кПа,1
пФ,1
