abbreviation,encounters
г,3500
к-рый,867
чел.,589
т.,417
ч.,320
ок.,317
гг,302
вв.,281
дек.,279
неск.,272
д.,265
гг.,242
род.,225
с.,195
нас.,190
им.,186
назв.,184
м.,179
сов.,176
напр.,171
офиц.,156
р-н,153
кол-во,143
наиб.,141
ум.,134
пл.,133
тыс.,125
мир.,125
рус.,117
б.,115
гл.,114
чл.,113
рос.,111
мн.,110
ун-т,98
изв.,95
нац.,93
кн.,92
гос.,91
впосл.,90
в.,83
амер.,80
пр-во,78
яз.,78
моск.,76
нар.,75
пос.,74
вкл.,73
млн,73
др.,71
юж.,70
адм.,70
орг-ция,70
полит.,68
ин-т,67
р.,67
ж.,67
быв.,66
стр-во,64
реж.,64
долл.,63
об-во,63
терр.,63
гос-ва,63
дл.,63
единств.,63
о-в,62
гор.,61
сев.,60
през.,60
худ.,59
дир.,58
междунар.,58
засл.,57
посл.,57
нач.,56
предс.,56
польск.,56
франц.,55
пам.,54
нем.,52
вост.,51
отд.,51
мат-лы,50
выс.,49
произ-во,49
оз.,49
центр.,48
зап.,48
историч.,48
руб.,46
изд.,45
науч.,45
укр.,45
англ,42
сб.,42
совр.,42
след.,41
б-ка,41
располож.,39
св.,39
мл.,39
собр.,37
ж.-д.,37
секр.,37
мон.,36
муницип.,35
уч-ще,35
созд.,34
дет.,33
высш.,33
зол.,33
обществ.,33
террит.,33
рук-во,33
ред.,33
бронз.,32
зам.,32
респ.,31
жен.,30
газ.,30
вопр.,30
рук.,29
вел.,29
брит.,29
откр.,28
серебр.,27
л.,27
биогр.,27
собств.,27
изд-во,27
ю.,26
муз.,24
рим.,24
демокр.,24
хут.,24
иск-во,24
ш.,24
з.,24
ф-т,24
жел.,24
гос-во,23
дерев.,23
гр.,23
художеств.,22
европ.,21
социалистич.,21
б-ца,21
вып.,21
сиб.,21
япон.,21
обр.,21
зав.,20
авг.,19
колл.,19
пост.,19
итал.,19
пр.,19
окт.,18
архит.,18
кам.,18
ниж.,18
дополнит.,18
зал.,17
наст.,17
док-т,17
млрд,17
мемор.,17
традиц.,17
кон.,17
иссл.,17
кит.,17
греч.,16
постр.,16
экз.,16
янв.,16
революц.,16
действит.,16
австр.,16
посв.,15
исп.,15
лит-ра,15
религ.,15
белорус.,15
рис.,15
п-ов,14
соц.,14
уник.,14
сотр-во,14
бр.,14
соч.,14
пед.,14
ленингр.,13
клб,13
мин-во,13
связ.,13
швед.,13
общ.,13
преп.,13
творч.,12
республ.,12
первонач.,12
район.,12
муж.,12
внутр.,12
гражд.,12
петерб.,12
древн.,12
лит.,12
произв.,12
регион.,12
венгер.,12
комис.,11
сотр.,11
просп.,11
технич.,11
драм.,11
вест.,11
акад.,11
шир.,11
чл.-корр.,10
крест.,10
тип.,10
архитект.,10
бар.,10
театр.,10
пер.,10
эт.,10
конф.,10
краеведч.,10
имп.,10
строит.,9
букв.,9
араб.,9
верх.,9
коммерч.,9
сообщ.,9
иллюстрир.,9
фин.,9
опред.,9
февр.,9
илл.,9
внеш.,9
документ.,9
экологич.,8
просв.,8
искусств.,8
географич.,8
пом.,8
летоп.,8
авт.,8
христ.,8
рев.,8
провинц.,8
потомств.,8
письм.,8
академич.,7
кирп.,7
церк.,7
слав.,7
изобразит.,7
яросл.,7
с.-петерб.,7
апр.,7
классич.,7
евр.,7
этнич.,7
дипломатич.,7
азерб.,7
голл.,7
одноим.,7
купеч.,7
врем.,7
объед.,7
иностр.,6
сокр.,6
анс.,6
урал.,6
нояб.,6
публич.,6
прилож.,6
дис.,6
сент.,6
информ.,6
норв.,5
австрал.,5
болг.,5
псевд.,5
вспомогат.,5
всесоюз.,5
корр.,5
самостоят.,5
гал.,5
бельг.,5
синтетич.,5
пгр.,5
рец.,5
уч.,5
торжеств.,5
индивид.,4
переим.,4
исслед.,4
фактич.,4
хоз.,4
нидерл.,4
цв.,4
дол.,4
башк.,4
этнографич.,4
эксперимент.,4
филологич.,4
заключ.,4
альм.,4
азиат.,4
визант.,4
прим.,4
чуваш.,4
груз.,4
языч.,4
четв.,3
тов.,3
мрам.,3
графич.,3
предисл.,3
чугун.,3
стан.,3
якут.,3
фундамент.,3
образоват.,3
звук.,3
губ.,3
справоч.,3
всерос.,3
т-во,3
печ.,3
abbreviation,3
докл.,3
наб.,2
сост.,2
кавказ.,2
уезд.,2
прикл.,2
наруж.,2
будд.,2
м,2
фотогр.,2
редакц.,2
декор.,2
ср.-век.,2
персон.,2
перc.,2
позд.,2
правительств.,2
епарх.,2
систематич.,2
послед.,2
производств.,2
издат.,2
осет.,2
философ.,2
татар.,2
археологич.,2
разл.,2
лекц.,2
прижизн.,2
пожизн.,2
методологич.,2
доп.,2
публ.,2
км,2
др.-рус.,2
артистич.,1
бум.,1
арх-ра,1
лит-ведение,1
сузд.,1
универс.,1
опубл.,1
флам.,1
реконстр.,1
кап.,1
централиз.,1
послесл.,1
нумизматич.,1
терминологич.,1
гуманистич.,1
словесн.,1
качеств.,1
количеств.,1
заруб.,1
метал.,1
трлн,1
ежекварт.,1
скульпт.,1
полиграф.,1
чечен.,1
функц.,1
аналитич.,1
загран.,1
эмоц.,1
преим.,1
сканд.,1
сохр.,1
старообрядч.,1
стекл.,1
хронолоrич.,1
многочисл.,1
княж.,1
монумент.,1
наим.,1
специализир.,1
идеологич.,1
организац.,1
