abbreviation,encounters
м,1158
км,615
Н,446
с,223
°,65
г,46
см,43
кг,38
Б,34
мм,29
л,27
Вб,21
Па,16
В,16
К,11
мс,6
Гц,4
А,4
Кл,4
мкм,4
кБ,3
мг,2
Вт,2
Дж,2
МБ,2
МВ,1
нг,1
дм,1
кВт,1
нм,1
мл,1
МВт,1
