"∃","154"
"∈","118"
"∋","111"
"∪","106"
">","89"
"∀","53"
"<","38"
"α","31"
"β","26"
"®","20"
"Δ","19"
"∠","16"
"Μ","13"
"Γ","11"
"⇒","10"
"π","9"
"∩","8"
"=","7"
"ρ","6"
"ζ","5"
"χ","4"
"+","4"
"θ","4"
"ν","4"
"ο","3"
"∉","3"
"∝","3"
"ε","2"
"υ","2"
"κ","2"
"ψ","2"
"Β","2"
"≅","2"
"μ","2"
"Θ","1"
"±","1"
"∅","1"
"τ","1"
"λ","1"
"∞","1"
