abbreviation,encounters
м,395
км,148
Гн,84
с,30
кг,29
°,23
г,18
см,12
л,10
Н,9
мм,7
Па,3
Б,2
К,2
нм,1
А,1
кВт,1
ГБ,1
мкм,1
дал,1
мкг,1
Гц,1
