abbreviation,encounters
м,428
км,176
с,77
Гн,74
Н,47
°,18
л,13
см,13
кг,12
г,7
мм,7
К,5
мкс,1
А,1
кВт,1
Вт,1
МПа,1
МГц,1
кБ,1
Б,1
Гц,1
гл,1
ГБ,1
дал,1
