abbreviation,encounters
м,1312
км,583
Гн,313
с,116
°,73
кг,63
г,53
см,49
мм,43
Н,35
л,31
Гц,29
Па,26
Б,13
кВт,5
ГБ,4
А,3
кБ,3
МБ,3
Вт,3
нм,3
К,3
гл,3
мкм,2
кд,2
Кл,2
Дж,2
кГц,1
мл,1
МВт,1
ГГц,1
МГц,1
дал,1
фс,1
мс,1
Зв,1
пФ,1
пг,1
мг,1
мкс,1
мкЗв,1
кДж,1
